name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region,description,recipe_dict
Paravannam,"Raw rice,  jaggery, milk",vegetarian,-1,-1,spicy,main course,Kerala,South,"Paravannam is a vegetarian main course from Kerala in the South region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Raw rice,  jaggery, milk.","{'name': 'Paravannam', 'ingredients': 'Raw rice, jaggery, milk', 'diet': 'vegetarian', 'prep_time': -1, 'cook_time': -1, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Kerala', 'region': 'South'}"
Payasam,"Rice, cashew nuts, milk, raisins, sugar",vegetarian,15,30,sweet,dessert,-1,South,"Payasam is a vegetarian dessert from -1 in the South region of India. It has a sweet flavor. Preparation time is 15 minutes and cooking time is 30 minutes. Main ingredients include Rice, cashew nuts, milk, raisins, sugar.","{'name': 'Payasam', 'ingredients': 'Rice, cashew nuts, milk, raisins, sugar', 'diet': 'vegetarian', 'prep_time': 15, 'cook_time': 30, 'flavor_profile': 'sweet', 'course': 'dessert', 'state': 'South', 'region': 'South'}"
Paruppu sadam,"Arhar dal, sambar powder, tomato, curry leaves, fennel seeds",vegetarian,10,20,-1,main course,Tamil Nadu,South,"Paruppu sadam is a vegetarian main course from Tamil Nadu in the South region of India. It has a -1 flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Arhar dal, sambar powder, tomato, curry leaves, fennel seeds.","{'name': 'Paruppu sadam', 'ingredients': 'Arhar dal, sambar powder, tomato, curry leaves, fennel seeds', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': '-1', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Pesarattu,"Green moong beans, rice flour",vegetarian,120,20,spicy,snack,Andhra Pradesh,South,"Pesarattu is a vegetarian snack from Andhra Pradesh in the South region of India. It has a spicy flavor. Preparation time is 120 minutes and cooking time is 20 minutes. Main ingredients include Green moong beans, rice flour.","{'name': 'Pesarattu', 'ingredients': 'Green moong beans, rice flour', 'diet': 'vegetarian', 'prep_time': 120, 'cook_time': 20, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Andhra Pradesh', 'region': 'South'}"
Poriyal,"Chana dal, urad dal, beans, coconut, mustard",vegetarian,-1,-1,spicy,main course,Tamil Nadu,South,"Poriyal is a vegetarian main course from Tamil Nadu in the South region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Chana dal, urad dal, beans, coconut, mustard.","{'name': 'Poriyal', 'ingredients': 'Chana dal, urad dal, beans, coconut, mustard', 'diet': 'vegetarian', 'prep_time': -1, 'cook_time': -1, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Puli sadam,"Urad dal, lemon, tamarind, cooked rice, curry leaves",vegetarian,10,20,-1,main course,Tamil Nadu,South,"Puli sadam is a vegetarian main course from Tamil Nadu in the South region of India. It has a -1 flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Urad dal, lemon, tamarind, cooked rice, curry leaves.","{'name': 'Puli Sadam', 'ingredients': 'Urad dal, lemon, tamarind, cooked rice, curry leaves', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': '-1', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Rasam,"Tomato, curry leaves, garlic, mustard seeds, hot water",vegetarian,10,35,spicy,main course,-1,South,"Rasam is a vegetarian main course from -1 in the South region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 35 minutes. Main ingredients include Tomato, curry leaves, garlic, mustard seeds, hot water.","{'name': 'Rasam', 'ingredients': 'Tomato, curry leaves, garlic, mustard seeds, hot water', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 35, 'flavor_profile': 'spicy', 'course': 'main course', 'state': '-1', 'region': 'South'}"
Puttu,"Brown rice flour, sugar, grated coconut",vegetarian,495,40,-1,main course,Kerala,South,"Puttu is a vegetarian main course from Kerala in the South region of India. It has a -1 flavor. Preparation time is 495 minutes and cooking time is 40 minutes. Main ingredients include Brown rice flour, sugar, grated coconut.","{'name': 'Puttu', 'ingredients': 'Brown rice flour, sugar, grated coconut', 'diet': 'vegetarian', 'prep_time': 495, 'cook_time': 40, 'flavor_profile': '-1', 'course': 'main course', 'state': 'Kerala', 'region': 'South'}"
Sambar,"Pigeon peas, eggplant, drumsticks, sambar powder, tamarind",vegetarian,20,45,spicy,main course,-1,South,"Sambar is a vegetarian main course from -1 in the South region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 45 minutes. Main ingredients include Pigeon peas, eggplant, drumsticks, sambar powder, tamarind.","{'name': 'Sambar', 'ingredients': 'Pigeon peas, eggplant, drumsticks, sambar powder, tamarind', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 45, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'South', 'region': 'South'}"
Sandige,"Thin rice flakes, black sesame seeds, curry leaves",vegetarian,120,60,-1,main course,Karnataka,South,"Sandige is a vegetarian main course from Karnataka in the South region of India. It has a -1 flavor. Preparation time is 120 minutes and cooking time is 60 minutes. Main ingredients include Thin rice flakes, black sesame seeds, curry leaves.","{'name': 'Sandige', 'ingredients': 'Thin rice flakes, black sesame seeds, curry leaves', 'diet': 'vegetarian', 'prep_time': 120, 'cook_time': 60, 'flavor_profile': '-1', 'course': 'main course', 'state': 'Karnataka', 'region': 'South'}"
Sevai,"Sevai, parboiled rice, steamer",vegetarian,120,30,-1,main course,-1,South,"Sevai is a vegetarian main course from -1 in the South region of India. It has a -1 flavor. Preparation time is 120 minutes and cooking time is 30 minutes. Main ingredients include Sevai, parboiled rice, steamer.","{'name': 'Sevai', 'ingredients': 'Sevai, parboiled rice, steamer', 'diet': 'vegetarian', 'prep_time': 120, 'cook_time': 30, 'flavor_profile': 'not specified', 'course': 'main course', 'state': '-1', 'region': 'South'}"
Thayir sadam,"Urad dal, curd, sesame oil, ginger, curry leaves, mustard seeds",vegetarian,10,20,-1,main course,Tamil Nadu,South,"Thayir sadam is a vegetarian main course from Tamil Nadu in the South region of India. It has a -1 flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Urad dal, curd, sesame oil, ginger, curry leaves, mustard seeds.","{'name': 'Thayir Sadam', 'ingredients': 'Urad dal, curd, sesame oil, ginger, curry leaves, mustard seeds', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': '-1', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Theeyal,"Coconut, whole red beans, masala, sesame oil, tamarind",vegetarian,15,20,-1,main course,Kerala,South,"Theeyal is a vegetarian main course from Kerala in the South region of India. It has a -1 flavor. Preparation time is 15 minutes and cooking time is 20 minutes. Main ingredients include Coconut, whole red beans, masala, sesame oil, tamarind.","{'name': 'Theeyal', 'ingredients': 'Coconut, whole red beans, masala, sesame oil, tamarind', 'diet': 'vegetarian', 'prep_time': 15, 'cook_time': 20, 'flavor_profile': '-1', 'course': 'main course', 'state': 'Kerala', 'region': 'South'}"
Uttapam,"Chana dal, urad dal, thick poha, tomato, butter",vegetarian,10,20,spicy,snack,-1,South,"Uttapam is a vegetarian snack from -1 in the South region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Chana dal, urad dal, thick poha, tomato, butter.","{'name': 'Uttapam', 'ingredients': 'Chana dal, urad dal, thick poha, tomato, butter', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'South', 'region': 'India'}"
Vada,"Urad dal, ginger, curry leaves, green chilies, black pepper",vegetarian,15,20,spicy,snack,-1,South,"Vada is a vegetarian snack from -1 in the South region of India. It has a spicy flavor. Preparation time is 15 minutes and cooking time is 20 minutes. Main ingredients include Urad dal, ginger, curry leaves, green chilies, black pepper.","{'name': 'Vada', 'ingredients': 'Urad dal, ginger, curry leaves, green chilies, black pepper', 'diet': 'vegetarian', 'prep_time': 15, 'cook_time': 20, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'South', 'region': 'South'}"
Chicken Varuval,"Meat curry powder, chicken chunks, ginger, tomato, cinnamon",non vegetarian,10,35,spicy,main course,Tamil Nadu,South,"Chicken Varuval is a non vegetarian main course from Tamil Nadu in the South region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 35 minutes. Main ingredients include Meat curry powder, chicken chunks, ginger, tomato, cinnamon.","{'name': 'Chicken Varuval', 'ingredients': 'Meat curry powder, chicken chunks, ginger, tomato, cinnamon', 'diet': 'non-vegetarian', 'prep_time': 10, 'cook_time': 35, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Tamil Nadu', 'region': 'South'}"
Upma,"Chana dal, urad dal, ginger, curry leaves, sugar",vegetarian,10,20,spicy,snack,-1,-1,"Upma is a vegetarian snack from -1 in the -1 region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Chana dal, urad dal, ginger, curry leaves, sugar.","{'name': 'Upma', 'ingredients': 'Chana dal, urad dal, ginger, curry leaves, sugar', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': 'spicy', 'course': 'snack', 'state': '-1', 'region': '-1'}"
Amti,"Kala masala, arhar dal, curry leaves, mustard seeds, hot water",vegetarian,10,45,spicy,main course,Maharashtra,West,"Amti is a vegetarian main course from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 45 minutes. Main ingredients include Kala masala, arhar dal, curry leaves, mustard seeds, hot water.","{'name': 'Amti', 'ingredients': 'Kala masala, arhar dal, curry leaves, mustard seeds, hot water', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 45, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Maharashtra', 'region': 'West'}"
Zunka,"Gram flour, mustard, garlic, turmeric, red chilli",vegetarian,10,25,spicy,main course,Maharashtra,West,"Zunka is a vegetarian main course from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 25 minutes. Main ingredients include Gram flour, mustard, garlic, turmeric, red chilli.","{'name': 'Zunka', 'ingredients': 'Gram flour, mustard, garlic, turmeric, red chilli', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 25, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Maharashtra', 'region': 'West'}"
Kolim Jawla,"Baingan, fish, coconut oil, fresh coconut, ginger",non vegetarian,-1,-1,spicy,main course,Maharashtra,West,"Kolim Jawla is a non vegetarian main course from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Baingan, fish, coconut oil, fresh coconut, ginger.","{'name': 'Kolim Jawla', 'ingredients': 'Baingan, fish, coconut oil, fresh coconut, ginger', 'diet': 'non-vegetarian', 'prep_time': '-1', 'cook_time': '-1', 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Maharashtra', 'region': 'West'}"
Saath,"Urad dal, potatoes, wheat flour, sooji",vegetarian,20,40,spicy,main course,Gujarat,West,"Saath is a vegetarian main course from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 40 minutes. Main ingredients include Urad dal, potatoes, wheat flour, sooji.","{'name': 'Saath', 'ingredients': 'Urad dal, potatoes, wheat flour, sooji', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 40, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Gujarat', 'region': 'West'}"
Bajri no rotlo,"Wheat flour, pearl millet flour, hot water",vegetarian,10,10,spicy,main course,Gujarat,West,"Bajri no rotlo is a vegetarian main course from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 10 minutes. Main ingredients include Wheat flour, pearl millet flour, hot water.","{'name': 'Bajri no rotlo', 'ingredients': 'Wheat flour, pearl millet flour, hot water', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 10, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Gujarat', 'region': 'West'}"
Coconut vadi,"Condensed milk, mawa, desiccated coconut, almonds, cashews",vegetarian,20,30,sweet,dessert,Maharashtra,West,"Coconut vadi is a vegetarian dessert from Maharashtra in the West region of India. It has a sweet flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Condensed milk, mawa, desiccated coconut, almonds, cashews.","{'name': 'Coconut Vadi', 'ingredients': 'Condensed milk, mawa, desiccated coconut, almonds, cashews', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 30, 'flavor_profile': 'sweet', 'course': 'dessert', 'state': 'Maharashtra', 'region': 'West'}"
Bhakri,"Jowar flour, sesame seeds",vegetarian,20,25,-1,main course,Maharashtra,West,"Bhakri is a vegetarian main course from Maharashtra in the West region of India. It has a -1 flavor. Preparation time is 20 minutes and cooking time is 25 minutes. Main ingredients include Jowar flour, sesame seeds.","{'name': 'Bhakri', 'ingredients': 'Jowar flour, sesame seeds', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 25, 'flavor_profile': 'None', 'course': 'main course', 'state': 'Maharashtra', 'region': 'West'}"
Bombil fry,"Bombay duck, malvani masala, rice flour, bombay rava, green chilies",non vegetarian,-1,-1,spicy,main course,Maharashtra,West,"Bombil fry is a non vegetarian main course from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Bombay duck, malvani masala, rice flour, bombay rava, green chilies.","{'name': 'Bombil fry', 'ingredients': 'Bombay duck, malvani masala, rice flour, bombay rava, green chilies', 'diet': 'non-vegetarian', 'prep_time': '-1', 'cook_time': '-1', 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Maharashtra', 'region': 'West'}"
Chakali,"Rice flour, sesame, plain flour, turmeric, red chilli",vegetarian,10,40,spicy,snack,Maharashtra,West,"Chakali is a vegetarian snack from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 40 minutes. Main ingredients include Rice flour, sesame, plain flour, turmeric, red chilli.","{'name': 'Chakali', 'ingredients': 'Rice flour, sesame, plain flour, turmeric, red chilli', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 40, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Maharashtra', 'region': 'West'}"
Chevdo,"Citric acid, fry, raisins, sugar, chana daal",vegetarian,20,30,spicy,snack,Gujarat,West,"Chevdo is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Citric acid, fry, raisins, sugar, chana daal.","{'name': 'Chevdo', 'ingredients': 'Citric acid, fry, raisins, sugar, chana daal', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Chorafali,"Urad dal, bengal gram flour, dried mango, baking soda, black salt",vegetarian,5,15,spicy,snack,Gujarat,West,"Chorafali is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 5 minutes and cooking time is 15 minutes. Main ingredients include Urad dal, bengal gram flour, dried mango, baking soda, black salt.","{'name': 'Chorafali', 'ingredients': 'Urad dal, bengal gram flour, dried mango, baking soda, black salt', 'diet': 'vegetarian', 'prep_time': 5, 'cook_time': 15, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Copra paak,"Condensed milk, nestle cream, coconut ice, red food coloring, desiccated coconut",vegetarian,20,30,-1,main course,Gujarat,West,"Copra paak is a vegetarian main course from Gujarat in the West region of India. It has a -1 flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Condensed milk, nestle cream, coconut ice, red food coloring, desiccated coconut.","{'name': 'Copra paak', 'ingredients': 'Condensed milk, nestle cream, coconut ice, red food coloring, desiccated coconut', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 30, 'flavor_profile': '-1', 'course': 'main course', 'state': 'Gujarat', 'region': 'West'}"
Daal Dhokli,"Whole wheat flour, dal, kokum, gur, bengal gram flour",vegetarian,20,30,spicy,main course,Gujarat,West,"Daal Dhokli is a vegetarian main course from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Whole wheat flour, dal, kokum, gur, bengal gram flour.","{'name': 'Daal Dhokli', 'ingredients': 'Whole wheat flour, dal, kokum, gur, bengal gram flour', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Gujarat', 'region': 'West'}"
Kutchi dabeli,"Pav, aloo, peanut, pomegranate, star anise",vegetarian,30,10,spicy,snack,Gujarat,West,"Kutchi dabeli is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 30 minutes and cooking time is 10 minutes. Main ingredients include Pav, aloo, peanut, pomegranate, star anise.","{'name': 'Kutchi Dabeli', 'ingredients': 'Pav, aloo, peanut, pomegranate, star anise', 'diet': 'vegetarian', 'prep_time': 30, 'cook_time': 10, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Dahi vada,"Urad dal, bhuna chana, garam masala, dates, tamarind",vegetarian,30,30,-1,snack,Maharashtra,West,"Dahi vada is a vegetarian snack from Maharashtra in the West region of India. It has a -1 flavor. Preparation time is 30 minutes and cooking time is 30 minutes. Main ingredients include Urad dal, bhuna chana, garam masala, dates, tamarind.","{'name': 'Dahi Vada', 'ingredients': 'Urad dal, bhuna chana, garam masala, dates, tamarind', 'diet': 'vegetarian', 'prep_time': 30, 'cook_time': 30, 'flavor_profile': 'sour', 'course': 'snack', 'state': 'Maharashtra', 'region': 'West'}"
Dalithoy,"Arhar dal, coconut oil, curry leaves, mustard seeds, red chilli",vegetarian,5,20,-1,main course,Maharashtra,West,"Dalithoy is a vegetarian main course from Maharashtra in the West region of India. It has a -1 flavor. Preparation time is 5 minutes and cooking time is 20 minutes. Main ingredients include Arhar dal, coconut oil, curry leaves, mustard seeds, red chilli.","{'name': 'Dalithoy', 'ingredients': 'Arhar dal, coconut oil, curry leaves, mustard seeds, red chilli', 'diet': 'vegetarian', 'prep_time': 5, 'cook_time': 20, 'flavor_profile': 'neutral', 'course': 'main course', 'state': 'Maharashtra', 'region': 'West'}"
Dhokla,"Rava, coconut, gram flour, mustard, sesame",vegetarian,10,20,spicy,snack,Gujarat,West,"Dhokla is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Rava, coconut, gram flour, mustard, sesame.","{'name': 'Dhokla', 'ingredients': 'Rava, coconut, gram flour, mustard, sesame', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Dudhi halwa,"Bottle gourd, green, raisins, sugar, clarified butter",vegetarian,15,30,sweet,dessert,Gujarat,West,"Dudhi halwa is a vegetarian dessert from Gujarat in the West region of India. It has a sweet flavor. Preparation time is 15 minutes and cooking time is 30 minutes. Main ingredients include Bottle gourd, green, raisins, sugar, clarified butter.","{'name': 'Dudhi Halwa', 'ingredients': 'Bottle gourd, green, raisins, sugar, clarified butter', 'diet': 'vegetarian', 'prep_time': 15, 'cook_time': 30, 'flavor_profile': 'sweet', 'course': 'dessert', 'state': 'Gujarat', 'region': 'West'}"
Gatta curry,"Yogurt, besan, sauce, garam masala powder, gram flour",vegetarian,10,20,spicy,main course,Rajasthan,West,"Gatta curry is a vegetarian main course from Rajasthan in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Yogurt, besan, sauce, garam masala powder, gram flour.","{'name': 'Gatta Curry', 'ingredients': 'Yogurt, besan, sauce, garam masala powder, gram flour', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Rajasthan', 'region': 'West'}"
Gud papdi,"Wheat flour, jaggery, clarified butter, sliced almonds",vegetarian,10,20,sweet,dessert,Gujarat,West,"Gud papdi is a vegetarian dessert from Gujarat in the West region of India. It has a sweet flavor. Preparation time is 10 minutes and cooking time is 20 minutes. Main ingredients include Wheat flour, jaggery, clarified butter, sliced almonds.","{'name': 'Gud Papdi', 'ingredients': 'Wheat flour, jaggery, clarified butter, sliced almonds', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 20, 'flavor_profile': 'sweet', 'course': 'dessert', 'state': 'Gujarat', 'region': 'West'}"
Ghooghra,"Dry fruits, semolina, all purpose flour",vegetarian,-1,-1,spicy,snack,Gujarat,West,"Ghooghra is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Dry fruits, semolina, all purpose flour.","{'name': 'Ghooghra', 'ingredients': 'Dry fruits, semolina, all purpose flour', 'diet': 'vegetarian', 'prep_time': '-1', 'cook_time': '-1', 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Handwo,"Bottle gourd, chana dal, cabbage, urad dal, toor dal",vegetarian,20,30,spicy,snack,Gujarat,West,"Handwo is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 30 minutes. Main ingredients include Bottle gourd, chana dal, cabbage, urad dal, toor dal.","{'name': 'Handwo', 'ingredients': 'Bottle gourd, chana dal, cabbage, urad dal, toor dal', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Halvasan,"Whole wheat rava, chia seed, lemon, edible gum, litre milk",vegetarian,-1,-1,sweet,dessert,Gujarat,West,"Halvasan is a vegetarian dessert from Gujarat in the West region of India. It has a sweet flavor. Preparation time is -1 minutes and cooking time is -1 minutes. Main ingredients include Whole wheat rava, chia seed, lemon, edible gum, litre milk.","{'name': 'Halvasan', 'ingredients': 'Whole wheat rava, chia seed, lemon, edible gum, litre milk', 'diet': 'vegetarian', 'prep_time': '-1', 'cook_time': '-1', 'flavor_profile': 'sweet', 'course': 'dessert', 'state': 'Gujarat', 'region': 'West'}"
Jeera Aloo,"Green chilies, lemon juice, chili powder, boiled potatoes",vegetarian,10,30,spicy,main course,Gujarat,West,"Jeera Aloo is a vegetarian main course from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 30 minutes. Main ingredients include Green chilies, lemon juice, chili powder, boiled potatoes.","{'name': 'Jeera Aloo', 'ingredients': 'Green chilies, lemon juice, chili powder, boiled potatoes', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 30, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Gujarat', 'region': 'West'}"
Kansar,"Wheat flour, cashews, rapeseed oil",vegetarian,10,40,-1,main course,Gujarat,West,"Kansar is a vegetarian main course from Gujarat in the West region of India. It has a -1 flavor. Preparation time is 10 minutes and cooking time is 40 minutes. Main ingredients include Wheat flour, cashews, rapeseed oil.","{'name': 'Kansar', 'ingredients': 'Wheat flour, cashews, rapeseed oil', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 40, 'flavor_profile': '-1', 'course': 'main course', 'state': 'Gujarat', 'region': 'West'}"
Keri no ras,"Mango, sugar",vegetarian,10,10,sour,main course,Gujarat,West,"Keri no ras is a vegetarian main course from Gujarat in the West region of India. It has a sour flavor. Preparation time is 10 minutes and cooking time is 10 minutes. Main ingredients include Mango, sugar.","{'name': 'Keri no ras', 'ingredients': 'Mango, sugar', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 10, 'flavor_profile': 'sour', 'course': 'main course', 'state': 'Gujarat', 'region': 'West'}"
Khakhra,"Whole wheat flour, low fat, bengal gram flour",vegetarian,20,40,spicy,snack,Gujarat,West,"Khakhra is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 40 minutes. Main ingredients include Whole wheat flour, low fat, bengal gram flour.","{'name': 'Khakhra', 'ingredients': 'Whole wheat flour, low fat, bengal gram flour', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 40, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Khandvi,"Green chili paste, white sesame seeds, gram flour, curry leaves, green chili",vegetarian,20,45,spicy,snack,Gujarat,West,"Khandvi is a vegetarian snack from Gujarat in the West region of India. It has a spicy flavor. Preparation time is 20 minutes and cooking time is 45 minutes. Main ingredients include Green chili paste, white sesame seeds, gram flour, curry leaves, green chili.","{'name': 'Khandvi', 'ingredients': 'Green chili paste, white sesame seeds, gram flour, curry leaves, green chili', 'diet': 'vegetarian', 'prep_time': 20, 'cook_time': 45, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Gujarat', 'region': 'West'}"
Kombdi vade,"Rice flour, urad dal, wheat flour, gram flour, turmeric",vegetarian,10,25,spicy,snack,Maharashtra,West,"Kombdi vade is a vegetarian snack from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 25 minutes. Main ingredients include Rice flour, urad dal, wheat flour, gram flour, turmeric.","{'name': 'Kombdi Vade', 'ingredients': 'Rice flour, urad dal, wheat flour, gram flour, turmeric', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 25, 'flavor_profile': 'spicy', 'course': 'snack', 'state': 'Maharashtra', 'region': 'West'}"
Laapsi,"Cinnamon, jaggery, clarified butter, dry roasted",vegetarian,10,40,spicy,main course,Madhya Pradesh,Central,"Laapsi is a vegetarian main course from Madhya Pradesh in the Central region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 40 minutes. Main ingredients include Cinnamon, jaggery, clarified butter, dry roasted.","{'name': 'Laapsi', 'ingredients': 'Cinnamon, jaggery, clarified butter, dry roasted', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 40, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Madhya Pradesh', 'region': 'Central'}"
Koshimbir,"Cucumber, carrot, tomatoes, cilantro",vegetarian,10,10,spicy,main course,Maharashtra,West,"Koshimbir is a vegetarian main course from Maharashtra in the West region of India. It has a spicy flavor. Preparation time is 10 minutes and cooking time is 10 minutes. Main ingredients include Cucumber, carrot, tomatoes, cilantro.","{'name': 'Koshimbir', 'ingredients': 'Cucumber, carrot, tomatoes, cilantro', 'diet': 'vegetarian', 'prep_time': 10, 'cook_time': 10, 'flavor_profile': 'spicy', 'course': 'main course', 'state': 'Maharashtra', 'region': 'West'}"
Methi na Gota,"Rava, gram flour, lemon juice, turmeric, fenugreek leaves",vegetarian,15,30,bitter,main course,Gujarat,West,"Methi na Gota is a vegetarian main course from Gujarat in the West region of India. It has a bitter flavor. Preparation time is 15 minutes and cooking time is 30 minutes. Main ingredients include Rava, gram flour, lemon juice, turmeric, fenugreek leaves.","{'name': 'Methi na Gota', 'ingredients': 'Rava, gram flour, lemon juice, turmeric, fenugreek leaves', 'diet': 'vegetarian', 'prep_time': 15, 'cook_time': 30, 'flavor_profile': 'bitter', 'course': 'main course', 'state': 'Gujarat', 'region': 'West'}"
Mohanthal,"Rose water, pistachio, badam, bengal gram flour, saffron",vegetarian,5,45,sweet,dessert,Gujarat,West,"Mohanthal is a vegetarian dessert from Gujarat in the West region of India. It has a sweet flavor. Preparation time is 5 minutes and cooking time is 45 minutes. Main ingredients include Rose water, pistachio, badam, bengal gram flour, saffron.","{'name': 'Mohanthal', 'ingredients': 'Rose water, pistachio, badam, bengal gram flour, saffron', 'diet': 'vegetarian', 'prep_time': 5, 'cook_time': 45, 'flavor_profile': 'sweet', 'course': 'dessert', 'state': 'Gujarat', 'region': 'West'}"
